# t (s)	mx ()	my ()	mz ()	E_total (J)	J (A/m2)	T (K)
0	0	0	1	-4.1875195e-17	0	300
1e-13	0.1940095	-3.7940875e-08	0.98097837	-4.3464526e-17	-2.9975744e+07	300
2e-13	0.1940095	-7.798837e-08	0.98097837	-4.3464526e-17	-2.9975744e+07	300
3.4999999999999997e-13	0.1940095	-1.4231975e-07	0.98097837	-4.346454e-17	-3.3714284e+07	300
4.4999999999999995e-13	0.19400948	-1.8826896e-07	0.98097837	-4.3464526e-17	-3.3714284e+07	300
5.5e-13	0.1940095	-2.3683623e-07	0.98097837	-4.3464526e-17	-3.9049812e+07	300
6.5e-13	0.19400948	-2.881765e-07	0.98097837	-4.3464526e-17	-3.9049812e+07	300
7.499999999999999e-13	0.19400948	-3.4246168e-07	0.98097837	-4.3464526e-17	-4.392006e+07	300
8.499999999999999e-13	0.19400948	-3.9986872e-07	0.98097837	-4.3464526e-17	-4.392006e+07	300
9.5e-13	0.19400948	-4.6058773e-07	0.98097837	-4.3464526e-17	-5.0870716e+07	300
1.05e-12	0.19400948	-5.2481596e-07	0.98097837	-4.3464533e-17	-5.0870716e+07	300
1.15e-12	0.1940095	-5.927744e-07	0.98097837	-4.3464526e-17	-5.7215252e+07	300
1.25e-12	0.19400948	-6.6468317e-07	0.98097837	-4.3464533e-17	-5.7215252e+07	300
1.35e-12	0.1940095	-7.4078525e-07	0.98097837	-4.3464533e-17	-6.4351064e+07	300
1.4499999999999999e-12	0.19400948	-8.213327e-07	0.98097837	-4.3464533e-17	-6.4351064e+07	300
1.5499999999999999e-12	0.1940095	-9.065986e-07	0.98097837	-4.3464533e-17	-7.237684e+07	300
1.6499999999999998e-12	0.19400948	-9.968685e-07	0.98097837	-4.3464533e-17	-7.237684e+07	300
1.7499999999999998e-12	0.1940095	-1.0924424e-06	0.98097837	-4.3464533e-17	-8.140358e+07	300
1.85e-12	0.1940095	-1.1936459e-06	0.98097837	-4.3464526e-17	-8.140358e+07	300
