# t (s)	mx ()	my ()	mz ()	E_total (J)	J (A/m2)	T (K)
4.25e-12	0.15506262	-4.1177973e-06	0.98788834	-6.975808e-17	-2.6684371e+08	300
4.35e-12	0.15506262	-4.3876425e-06	0.98788834	-6.975808e-17	-3.001236e+08	300
4.45e-12	0.15506262	-4.6737655e-06	0.98788834	-6.9758087e-17	-3.001236e+08	300
4.55e-12	0.15506262	-4.977149e-06	0.98788834	-6.975808e-17	-3.3755395e+08	300
4.65e-12	0.15506262	-5.298838e-06	0.98788834	-6.975808e-17	-3.3755395e+08	300
4.75e-12	0.15506262	-5.639942e-06	0.98788834	-6.975808e-17	-3.7965238e+08	300
4.85e-12	0.15506262	-6.001635e-06	0.98788834	-6.975808e-17	-3.7965238e+08	300
4.95e-12	0.15506262	-6.3851644e-06	0.98788834	-6.975808e-17	-4.2700102e+08	300
5.05e-12	0.15506262	-6.7918495e-06	0.98788834	-6.975808e-17	-4.2700102e+08	300
5.15e-12	0.15506263	-7.2230946e-06	0.98788834	-6.975808e-17	-4.8025462e+08	300
5.25e-12	0.15506262	-7.680385e-06	0.98788834	-6.975808e-17	-4.8025462e+08	300
5.35e-12	0.15506262	-8.165308e-06	0.98788834	-6.975808e-17	-5.4014957e+08	300
5.45e-12	0.15506262	-8.679535e-06	0.98788834	-6.975808e-17	-5.4014957e+08	300
5.5499999999999996e-12	0.15506262	-9.224854e-06	0.98788834	-6.975808e-17	-6.07514e+08	300
5.6499999999999996e-12	0.15506262	-9.80315e-06	0.98788834	-6.9758087e-17	-6.07514e+08	300
5.7499999999999995e-12	0.15506262	-1.0416412e-05	0.98788834	-6.975808e-17	-6.8327936e+08	300
5.8499999999999995e-12	0.15506262	-1.1066744e-05	0.98788834	-6.975807e-17	-6.8327936e+08	300
5.9499999999999995e-12	0.15506263	-1.1756385e-05	0.98788834	-6.975808e-17	-7.6849325e+08	300
6.0499999999999995e-12	0.15506262	-1.248771e-05	0.98788834	-6.975808e-17	-7.6849325e+08	300
6.1499999999999994e-12	0.15506262	-1.3263234e-05	0.98788834	-6.975808e-17	-8.643339e+08	300
6.2499999999999994e-12	0.15506262	-1.4085645e-05	0.98788834	-6.975808e-17	-8.643339e+08	300
6.349999999999999e-12	0.1550626	-1.49578245e-05	0.98788834	-6.975808e-17	-9.721263e+08	300
6.449999999999999e-12	0.15506259	-1.5882988e-05	0.98788834	-6.975808e-17	-9.721263e+08	300
6.549999999999999e-12	0.15506254	-1.6864595e-05	0.98788834	-6.975808e-17	-1.0933608e+09	300
6.649999999999999e-12	0.15506248	-1.7906217e-05	0.98788834	-6.975808e-17	-1.0933608e+09	300
6.749999999999999e-12	0.15506244	-1.9011835e-05	0.98788834	-6.975806e-17	-1.2297133e+09	300
6.849999999999999e-12	0.15506239	-2.0185284e-05	0.98788834	-6.9758073e-17	-1.2297133e+09	300
6.949999999999999e-12	0.15506233	-2.1430282e-05	0.9878884	-6.9758073e-17	-1.3830687e+09	300
7.049999999999999e-12	0.15506227	-2.2751201e-05	0.98788834	-6.975807e-17	-1.3830687e+09	300
7.149999999999999e-12	0.15506223	-2.4152618e-05	0.9878884	-6.975808e-17	-1.555547e+09	300
7.249999999999999e-12	0.15506217	-2.5639221e-05	0.9878884	-6.9758073e-17	-1.555547e+09	300
7.35e-12	0.15506212	-2.7216145e-05	0.98788834	-6.9758073e-17	-1.7495323e+09	300
