# t (s)	mx ()	my ()	mz ()	T (K)	J (A/m^2)	Ms (A/m)
3.950000000000038e-11	-0.13252294	0.05863393	0.9894442	318.60455	-297.9528	1.2755848e+06
3.975000000000039e-11	-0.1351514	0.059603903	0.9890307	318.58133	-102.11257	1.2756156e+06
4.0000000000000405e-11	-0.1378064	0.06045753	0.98861223	318.55814	-34.120583	1.2756462e+06
4.025000000000042e-11	-0.14048283	0.061194383	0.9881902	318.53497	-11.116271	1.275677e+06
4.050000000000043e-11	-0.14317566	0.06181422	0.98776495	318.51184	-3.531078	1.2757076e+06
4.075000000000044e-11	-0.14587988	0.06231707	0.98733765	318.48874	-1.0936062	1.2757382e+06
4.100000000000045e-11	-0.14859049	0.062703185	0.986909	318.46564	-0.33023274	1.2757689e+06
4.1250000000000465e-11	-0.15130247	0.06297293	0.98647964	318.4426	-0.097226515	1.2757994e+06
4.150000000000048e-11	-0.15401107	0.06312698	0.98605055	318.41956	-0.027909677	1.2758299e+06
4.175000000000049e-11	-0.15671124	0.06316615	0.98562247	318.39658	-0.0078114276	1.2758604e+06
4.20000000000005e-11	-0.15939836	0.063091524	0.98519623	318.3736	-0.002131628	1.2758908e+06
4.2250000000000513e-11	-0.16206771	0.06290426	0.9847726	318.35068	-0.00056715007	1.2759211e+06
4.2500000000000525e-11	-0.16471465	0.0626058	0.98435247	318.32776	-0.0001471262	1.2759515e+06
4.275000000000054e-11	-0.16733459	0.06219777	0.9839363	318.30487	-3.7212383e-05	1.2759818e+06
4.300000000000055e-11	-0.16992322	0.061681934	0.9835249	318.282	-9.176782e-06	1.276012e+06
4.325000000000056e-11	-0.17247617	0.061060257	0.9831194	318.2592	-2.2064744e-06	1.2760422e+06
4.3500000000000574e-11	-0.17498924	0.06033483	0.98271996	318.2364	-5.1726465e-07	1.2760725e+06
4.3750000000000586e-11	-0.17745827	0.05950794	0.9823275	318.21362	-1.18231235e-07	1.2761026e+06
4.40000000000006e-11	-0.17987931	0.058582038	0.9819427	318.1909	-2.6348573e-08	1.2761328e+06
4.425000000000061e-11	-0.18224849	0.057559676	0.9815663	318.16818	-5.725158e-09	1.2761629e+06
4.450000000000062e-11	-0.18456219	0.056443598	0.9811988	318.1455	-1.2128953e-09	1.2761929e+06
4.4750000000000634e-11	-0.1868167	0.05523667	0.98084074	318.12286	-2.5053282e-10	1.2762229e+06
4.5000000000000646e-11	-0.18900873	0.053941853	0.9804927	318.10022	-5.0455837e-11	1.2762529e+06
4.525000000000066e-11	-0.19113483	0.05256229	0.9801555	318.07764	-9.9074915e-12	1.2762828e+06
4.550000000000067e-11	-0.19319198	0.05110118	0.9798294	318.05505	-1.8967996e-12	1.2763126e+06
4.575000000000068e-11	-0.19517699	0.049561854	0.979515	318.03253	-3.5406639e-13	1.2763425e+06
4.6000000000000694e-11	-0.1970872	0.047947764	0.9792128	318.01	-6.4439685e-14	1.2763722e+06
4.6250000000000706e-11	-0.19891998	0.046262447	0.97892326	317.98752	-1.1434774e-14	1.276402e+06
4.650000000000072e-11	-0.2006726	0.044509497	0.97864676	317.96506	-1.9783687e-15	1.2764318e+06
