# t (s)	mx ()	my ()	mz ()	T (K)	J (A/m^2)	Ms (A/m)
0	0	0	1	300	0	1e+06
5e-13	0.19656207	-0.01191793	0.9804169	300.29138	1.935206e+12	999615.75
1e-12	0.19386828	-0.028767694	0.9806037	301.45248	2.827313e+12	998081.94
1.5499999999999999e-12	0.19065684	-0.054339662	0.9801497	303.44275	3.8325922e+12	995443.2
2.05e-12	0.18757154	-0.08507629	0.9785579	306.8837	4.9990494e+12	990852.44
2.55e-12	0.18439703	-0.12366697	0.975039	312.39395	6.2742006e+12	983425.6
3.0499999999999997e-12	0.18116692	-0.17031342	0.9685913	320.56656	7.5771423e+12	972240.7
3.5499999999999996e-12	0.17782906	-0.2245559	0.95809656	331.79242	8.804985e+12	956549.06
4.05e-12	0.1742159	-0.28515664	0.9425138	346.07217	9.845276e+12	936045.56
4.55e-12	0.17008123	-0.3500843	0.9211469	362.89243	1.0592617e+13	911124.1
5.05e-12	0.16522405	-0.4166501	0.8939251	381.2367	1.0966165e+13	883007.9
5.5499999999999996e-12	0.1596568	-0.4818275	0.86159766	399.75696	1.0924018e+13	853644.6
6.0499999999999995e-12	0.15371719	-0.54272366	0.8257241	417.0607	1.0470951e+13	825335.06
6.549999999999999e-12	0.1480345	-0.5970735	0.7884078	432.01453	9.657528e+12	800197.56
7.049999999999999e-12	0.14335504	-0.6435745	0.7518367	443.95648	8.57081e+12	779679.9
7.500000000000003e-12	0.14051892	-0.67847556	0.7210561	452.75357	7.319037e+12	764315.8
8.000000000000011e-12	0.13934419	-0.7099401	0.69033617	458.71033	6.013982e+12	753792.9
8.500000000000019e-12	0.14035492	-0.7346911	0.66372	462.38983	4.7549545e+12	747244.75
9.000000000000027e-12	0.14347142	-0.75391513	0.6411096	464.4266	3.6174852e+12	743604.3
9.500000000000035e-12	0.14845641	-0.7687895	0.6220254	465.38855	2.6481543e+12	741881.06
1.0000000000000043e-11	0.15499267	-0.7803597	0.60581064	465.7095	1.865331e+12	741305.56
1.0500000000000051e-11	0.16274369	-0.7894914	0.5917826	465.68088	1.264284e+12	741356.94
1.1000000000000059e-11	0.17139369	-0.79686415	0.5793259	465.47757	8.245357e+11	741721.5
1.1500000000000067e-11	0.18067084	-0.8029891	0.567936	465.19427	5.1742858e+11	742229.3
1.2000000000000075e-11	0.19035606	-0.8082347	0.55722857	464.87756	3.124406e+11	742796.8
1.2500000000000083e-11	0.20028287	-0.812856	0.54692924	464.5482	1.8153511e+11	743386.6
1.3000000000000091e-11	0.21033105	-0.81702304	0.53685313	464.21475	1.0149156e+11	743983.5
1.3500000000000099e-11	0.22041774	-0.82084423	0.5268823	463.88037	5.459782e+10	744581.7
1.4000000000000107e-11	0.23048799	-0.8243869	0.51694584	463.54623	2.8261603e+10	745179.25
1.4500000000000115e-11	0.24050638	-0.82769126	0.5070029	463.21262	1.4076492e+10	745775.5
1.500000000000011e-11	0.25044975	-0.8307821	0.49703208	462.8464	6.254689e+09	746429.6
1.55000000000001e-11	0.26030254	-0.83367455	0.48702255	462.44785	2.448002e+09	747141.2
1.6000000000000093e-11	0.27005765	-0.8363768	0.47697058	462.24896	1.4999747e+09	747496.1
1.6500000000000085e-11	0.279708	-0.8388956	0.46687484	461.85187	5.402147e+08	748204.4
1.7000000000000077e-11	0.2892462	-0.84123737	0.45673528	461.45575	1.8406299e+08	748910.5
1.750000000000007e-11	0.29866964	-0.8434058	0.44655365	461.25803	1.0522904e+08	749262.75
1.800000000000006e-11	0.30797407	-0.84540546	0.43633112	460.86337	3.299226e+07	749965.7
1.8500000000000052e-11	0.31715363	-0.84724164	0.42606878	460.46967	9.786021e+06	750666.44
1.9000000000000044e-11	0.32620656	-0.84891766	0.4157687	460.2732	5.2200215e+06	751016
1.9500000000000036e-11	0.33512914	-0.8504378	0.40543222	459.88092	1.4247635e+06	751713.56
